entity_id,name,description,matched_relation
Q1440146,kerem can akyuz,Kerem Can Akyüz (born 1 July 1989) is a Turkish footballer who plays for Denizlispor.,country of citizenship
Q7289153,Ramazan Tavşancıoğlu,"Ramazan Tavşancıoğlu (born 7 June 1984 in Melbourne, Australia) is an Australian footballer who plays for Avondale FC in the National Premier Leagues Victoria. He plays as a defender.",country of citizenship
Q877394,sercan bilinç güvenışık,Sercan Bilinç Güvenışık (born 1 March 1980) is a Turkish footballer currently playing for Miami Dade FC..,country of citizenship
Q1538412,1978-79 1.Lig,The 1978-79 Turkish First Football League season saw 16 teams in competition. Trabzonspor won the championship.,country
Q15725860,emre uruç,Emre Uğur Uruç (born 10 April 1994) is a Turkish footballer who plays as a right back for Adana Demirspor.,country of citizenship
Q17590736,Orhan Aktas,Orhan Aktaş (born 21 October 1994 in Würselen) is a German footballer of Turkish descent who plays as a defender for Bodrumspor in Turkey. He is a product of the Borussia Mönchengladbach Academy.,country of citizenship
Q7312283,Remzi Sedat Incesu,"Remzi Sedat İncesu (born 11 July 1972 Kayseri, Turkey) is a Turkish professional basketball coach. He is currently coaching the Turkish pro side Galatasaray Wheelchair Basketball Team.",country of citizenship
Q551614,Cumali Bisi,Cumali Bişi (born 15 June 1993) is a Turkish professional footballer who currently plays as a defensive midfielder for TFF First League club Balıkesirspor.,place of birth
Q14930393,Ilker Sayan,İlker Sayan (born 4 May 1993) is a Turkish professional footballer who plays as a right winger for the Turkish club Kırklarelispor in the TFF Second League.,country of citizenship
Q1559253,Gökhan Akkan,Gökhan Akkan (born 1 January 1995) is a Turkish goalkeeper who plays for Turkish Süper Lig club Çaykur Rizespor.Gökhan has represented Turkey at various youth levels.,country of citizenship
Q1671606,nihat sahin,Nihat Şahin (born 15 September 1989) is a Turkish footballer who plays as a goalkeeper for Gazişehir Gaziantep.Nihat made his Süper Lig debut for Sivasspor on 2 February 2012.,country of citizenship
Q2460668,Turgut Dogan Sahin,Turgut Doğan Şahin (born 2 February 1988) is a Turkish professional footballer who currently plays for TFF Second League club Fatih Karagümrük.,country of citizenship
Q277568,tolga zengin,"Tolga Zengin (born October 10, 1983) is a Turkish football goalkeeper. His impressive performances at the start of the 2006–07 season for Trabzonspor earned him a call-up to the Turkey national football team squad for a friendly against Luxembourg in August 2006.Tolga was on the Turkish squad at UEFA Euro 2008. In response to several players being unable to play due to sanctions or injuries, manager Fatih Terim hinted that he might have been called up as a field player, a testimony to his versatility.His most successful performance was a UEFA Champions League group stage match against Internazionale in September 2011.",country of citizenship
Q726288,fenerbahce (istanbul neighbourhood),"Fenerbahçe is the name of a neighbourhood in Kadıköy district, Istanbul, Turkey, located on the Asian side at the shore of the Sea of Marmara. The name means ""lighthouse garden"" in Turkish (from fener, meaning ""lighthouse"", and bahçe, meaning ""garden""), referring to a historic lighthouse located at Fenerbahçe cape.The neighbourhood has given its name to Fenerbahçe S.K., the professional sports club based in the area. However, the home stadium of the club, the Fenerbahçe Şükrü Saracoğlu Stadium, stands just outside the Fenerbahçe neighbourhood.",country
Q14454182,Burak Kardeş,Burak Kardeş (born 22 March 1994) is a Turkish professional football player who plays for KVK Wellen. He made his professional debut as Jong PSV player in the second division on 3 August 2013 against Sparta Rotterdam.,country of citizenship
Q18205224,kubra berber,"Kübra Berber (born April 14, 1996 in Gölcük, Kocaeli, Turkey) is a Turkish women's football defender currently playing in the First League for Ataşehir Belediyespor with jersey number 6. She is a member of the Turkish national U-19 team since 2013.",country of citizenship
Q344141,Ismail Baydil,İsmail Baydil (born 26 February 1988) is a Turkish footballer who plays for Denizli Belediyespor. He made his Süper Lig debut for Denizlispor against Galatasaray on 23 August 2008.,country of citizenship
Q18128783,ayfer topluoglu,"Ayfer Topluoğlu (born January 31, 1977) is a Turkish former women's football goalkeeper and manager. She was member of the Turkey women's national team between 1995 and 2003.",country of citizenship
Q18169139,Cansu Koksal,"Cansu Köksal (born 28 April 1994) is a Turkish female basketball player. The 1.87 m (6 ft 1 1⁄2 in) national plays small forward. Currently, she is a member of Galatasaray.",country of citizenship
Q388072,sahin aygunes,Şahin Aygüneş (born 1 October 1990) is a Turkish professional footballer who plays as a striker for Zonguldak Kömürspor.,country of citizenship
Q6066889,sema aydemir-apak,"Sema Apak (née Aydemir; born August 17, 1985) is a Turkish female sprinter, who is specializes in the 400m hurdles event. The 1.69 m (5 ft 7 in) tall athlete at 54 kg (119 lb) is a member of Enkaspor, where she is coached by Tayfun Aygün.In her early years she competed in the heptathlon event. Sema Apak qualified for participation in the 4 × 400 m relay event at the 2012 Summer Olympics.Her personal best time in the 400m hurdles is 56.62 scored 2012 in Ankara, Turkey.She is married to Olympic bronze medalist hammer thrower Eşref Apak. The couple has a son named Ali.At the 2013 Islamic Solidarity Games held in Palembang, Indonesia, she won a gold medal in the 4x100 event with teammates Saliha Özyurt, Birsen Engin and Nimet Karakuş, a silver medal in the 4x400 event with teammates Özge Akın, Birsen Engin and Esma Aydemir as well as a bronze medal in the long jump event.",country of citizenship
Q1349995,Eren Aydin,Eren Aydın (born 16 January 1982) is a Turkish football player. He is a left back.,country of citizenship
Q307761,ozden onguen,"Özden Öngün (born 10 September 1978) is a Turkish retired international footballer who played as a goalkeeper. He has one international cap for Turkey. He has also played for Konyaspor, Kocaelispor, Sakaryaspor, Kartalspor, Kayserispor, MKE Ankaragücü and Mersin İdmanyurdu SK.Öngün is married to the Turkish Cypriot model Korla.",country of citizenship
Q556114,Cem Pamiroğlu,"Cem Pamiroğlu (born 1957 in İstanbul) is former Turkish football player for Fenerbahçe.He started his career in Fenerbahçe PAF then up to Fenerbahçe in 1975. He won 3 Turkish League titles and 2 Turkish Cup with Fenerbahçe. He also played 23 times for Turkey, 6 times for Turkey U21 and 14 times for Turkey U18.He capped 508 times for Fenerbahçe and been 4th most capped (after Müjdat Yetkiner, Lefter Küçükandonyadis and Şeref Has). He was initially loaned to Sarıyer in 1986 and finally transferred to Sarıyer in 1987 and played for her 2 seasons before his retirement in 1989.Now he is manager of Turkey U18 and Turkey U19 national football teams. He also managed Çaykur Rizespor, Şekerspor and Göztepe.",country of citizenship
Q552804,tugay semercioğlu,"Turgay Semercioğlu (born 25 February 1954) is a former Turkish footballer. He was a very successful player, playing for Trabzonspor and the Turkey national football team.He played for Trabzonspor during their dominance of Turkish football. In his time there, he won six league championships, as well as playing 31 times for the national team. He even set a record (at the time) of playing in 29 consecutive international matches. He played in defense as a right back, and was known for his excellent defending, as well as his runs into the opposition half. He was one of the undisputed stars of the 'Trabzonspor Efsanesi' team of the late seventies and early eighties.After his playing days were over he became involved with the highly successful Trabzonspor youth academy. He helped to develop and train many of the players who would later play for the senior team. In December 2003, he was briefly put in charge of the Trabzonspor first team whilst a new manager was scouted and following the election of a new president, Atay Aktuğ, he resigned to make way for a new manager.He is fondly remembered by both fans and critics alike as one of the most talented Turkish footballers of all time.",country of citizenship
Q455926,muhammed ildiz,Muhammed Ildiz (born 14 May 1991) is an Austrian footballer who plays as a midfielder.,country of citizenship
Q982447,mervan celik,"Mervan Çelik (born 26 May 1990) is a Kurdish-Swedish footballer who plays as a midfielder. He has previously played for GAIS, Rangers, Pescara, Gençlerbirliği, Akhisar Belediyespor and Häcken. He has represented Sweden at youth international level.",country of citizenship
Q507832,bulent korkmaz,"Bülent Korkmaz (commonly known as Bulent Korkmaz) (born 24 November 1968 in Malatya), known by his nicknames Büyük Kaptan and Cengaver –literally meaning Great Captain and The Warrior, respectively–, is a retired Turkish football centre back and currently manager of Antalyaspor. He is a one club man, played for Galatasaray for his whole career between 1987 and 2005, winning eight Turkish League crowns, six Turkish Cups, five Turkish Super Cups, a UEFA Cup and a UEFA Super Cup. He retired at the end of the 2004–2005 season, having made over 100 appearances for Turkey.",country of citizenship
